CODIGO,DEPARTAMENTO,PROVINCIA,ATM,ANIO,SEMESTRE,ALCALDE,CCPP_TOTAL,CCPP_SERV,CCPP_SIST_AGUA,CCPP_SIST_NCONV,CCPP_SIST_CONV,CCPP_ABAST_CCPP,CCPP_HAB_01,CCPP_HAB_02,CCPP_HAB_03,CCPP_MICROMED,ATM_GESTION,UNIDAD_ORGANICA,MONTO_POI,PRESTADOR_CUOTA,PRESTADOR_CUOTA_INCREM,PRESTADOR_CUOTA_SUNASS
CUE-02780,LAMBAYEQUE,FERREÑAFE,INCAHUASI,2020,SEM-II,WILLIAM HIDALGO MANAYAY MANAYAY,111,72,72,50,22,8,0,0,0,0,SI,DIRECCION DE SERVICIOS PUBLICOS,152000.00,42,0,0
CUE-02781,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,2020,SEM-II,David Escobar Flores,44,1,3,0,3,0,2,1,0,0,SI,Gerencia de Servicios Públicos y Gestión Ambiental,142745.00,0,0,0
CUE-02782,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,2020,SEM-II,JAVIER CONTRERAS MUÑOZ,63,46,48,6,48,9,0,0,0,3,SI,SIDUR,84500.00,42,5,5
CUE-02783,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,2020,SEM-II,Edwin Carlos Aguedo Gutierrez,16,16,16,5,11,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO URBANO Y RURAL,,0,,0
CUE-02784,LAMBAYEQUE,LAMBAYEQUE,TUCUME,2020,SEM-II,CARLOS OTTO SANTAMARIA BALDERA,42,32,25,10,25,7,0,0,0,2,SI,DIRECCION DE GESTION AMBIENTAL,97377.00,25,6,10
CUE-02785,LAMBAYEQUE,CHICLAYO,LAGUNAS,2020,SEM-II,CARLOS AMANCIO FERNANDEZ CACHO,22,14,9,7,2,6,3,3,0,1,SI,DIDUR,0.00,5,0,0
CUE-02786,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,2020,SEM-II,JOSE MERCEDES RAMIREZ HUAMAN,33,28,17,2,15,11,0,0,0,7,SI,SUB GERENCIA DE DESAROLLO ECONOMICO Y MEDIO AMBIENTE,91218.00,17,2,2
CUE-02787,LORETO,MAYNAS,NAPO,2020,SEM-II,GIL BLAS RUIZ RIOS,90,6,6,0,6,0,1,1,0,1,SI,GERENCIA DE DESARROLLO ECONOMICO Y SOCIAL,273247.00,0,0,0
CUE-02789,APURIMAC,AYMARAES,IHUAYLLO,2020,SEM-II,VIRGILIO GUILLEN MARCA,5,5,5,0,0,0,0,5,0,0,SI,AREA DE MEDIO AMBIENTE Y SERVICIOS PUBLICOS LOCALES,9500.00,3,0,0
CUE-02790,ANCASH,HUARMEY,HUARMEY,2020,SEM-II,ELMER ALFONSO DUEÑAS ESPIRITU,38,35,13,0,13,2,0,0,0,1,SI,GERENCIA DE GESTION TERRITORIALL,0.00,8,0,0
CUE-02791,ANCASH,CORONGO,YUPAN,2020,SEM-II,MANUEL TURRIATE ALMENDRAS,3,3,3,0,3,0,0,0,0,0,SI,Oficina de Infraestructura Urbana y Rural,0.00,0,0,0
CUE-02792,TUMBES,TUMBES,LA CRUZ,2020,SEM-II,SEGUNDO CHAVEZ CRUZADO,6,4,1,0,1,5,1,1,0,1,NO,,,0,,0
CUE-02793,PASCO,PASCO,YARUSYACAN,2020,SEM-II,EDWAR F CABELLO ROSAS,78,19,19,0,19,0,0,0,0,0,SI,DESARROLLO ECONÓMICO GESTIÓN DEL MEDIO AMBIENTE Y SERVICIOS PUBLICOS,121595.00,10,0,0
CUE-02794,ICA,ICA,LA TINGUINA,2020,SEM-II,Juan Roque Hernandez,12,10,0,0,12,0,0,0,0,0,NO,,,0,0,0
CUE-02795,CUSCO,QUISPICANCHI,OROPESA,2020,SEM-II,TIMOTEO QUISPE HUAMAN,11,11,11,0,0,1,3,3,0,1,SI,SUG GERENCIA DE MEDIO AMBIENTE Y RECURSOS NATURALES,1500.00,10,0,0
CUE-02799,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,2020,SEM-II,MARIO ENCARNACION LOPEZ SALDAÑA,177,14,14,0,0,0,50025,0,0,0,SI,GERENCIA DE GESTION AMBIENTAL,52813.00,3,0,0
CUE-02800,LORETO,PUTUMAYO,YAGUAS,2020,SEM-II,CLAUDIO SHAPIAMA NOTENO,13,1,2,0,2,0,0,0,0,0,SI,GERENCIA DE DESARROLLO SOCIAL Y PROGRAMA SOCIAL,19590.00,1,0,0
CUE-02801,LAMBAYEQUE,LAMBAYEQUE,SALAS,2020,SEM-II,ANTONY MESONES FLORES,93,56,56,45,11,16,0,0,0,1,SI,DEPARTAMENTO DE MEDIO AMBIENTE Y SERVICIOS,117900.00,52,10,0
CUE-02802,ANCASH,SANTA,SANTA,2020,SEM-II,EUGENIO JARA ACOSTA,20,8,4,12,8,4,0,0,0,0,SI,GERENCIA DE INFRAESTRUCTURA DESARROLLO URBANO Y RURAL,1800.00,4,1,0
CUE-02803,LORETO,REQUENA,EMILIO SAN MARTIN,2020,SEM-II,JAVIER VRAGAS GAVIOLA,28,2,2,0,2,0,0,0,0,0,SI,GERENCIA DE DESARROLLO SOCIAL Y ECONIMICO,60100.00,2,0,2
CUE-02804,LIMA,YAUYOS,AZANGARO,2020,SEM-II,PORFIRIO TEODOMIRO QUISPE CHAVEZ,9,9,9,0,9,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,12000.00,0,0,0
CUE-02805,LA LIBERTAD,ASCOPE,CHICAMA,2020,SEM-II,JULIO CESAR PEREZ CABRERA,13,8,13,1,13,1,3,3,0,0,SI,GERENCIA DE SERVICIOS PUBLICOS Y GESTIÓN AMBIENTAL,,8,0,0
CUE-02806,CUSCO,CANAS,YANAOCA,2020,SEM-II,cesar chaiña carpio,34,34,34,0,34,0,1,1,0,0,SI,DESARROLLO SOCIAL,43800.00,34,0,0
CUE-02807,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,2020,SEM-II,JOSE AMERICO TORRES LOAYZA,7,6,6,1,6,0,7,6,0,0,SI,SUB GERENCIA DE DESARROLLO ECONOMICO LOCAL Y AMBIENTAL,17314.00,0,0,0
CUE-02808,AMAZONAS,LUYA,SANTA CATALINA,2020,SEM-II,LEONCIO GOMEZ VELA,8,8,8,2,6,1,0,0,0,0,SI,SERIVICIOS PUBLICOS,28000.00,8,0,0
CUE-02810,LIMA,YAUYOS,HONGOS,2020,SEM-II,CONSUELO BARAHONA HUAMAN,3,3,3,0,0,0,0,0,0,0,SI,DESARROLLO ECONOMICO SOCIAL,2000.00,0,0,0
CUE-02811,CUSCO,URUBAMBA,MACHUPICCHU,2020,SEM-II,DARWIN BACA LEON,38,38,24,2,22,8,1,1,0,0,SI,SUB GERENCIA DE GESTION AMBIENTAL,300000.00,10,2,10
CUE-02813,CUSCO,CHUMBIVILCAS,SANTO TOMAS,2020,SEM-II,NADIA LIZ PALLO AROTAIPE,155,151,151,4,4,0,0,0,0,0,SI,GESTION DE MEDIO AMBIENTE Y RECURSOS NATURALES,845581.00,95,0,95
CUE-02814,AREQUIPA,ISLAY,DEAN VALDIVIA,2020,SEM-II,RICHART HITLER ALE CRUZ,18,7,7,0,7,0,2,2,0,7,SI,GERENCIA MUNICIPAL,,1,0,0
CUE-02815,CUSCO,PAUCARTAMBO,CAICAY,2020,SEM-II,JUSTINO CONDORI HUANCA,12,12,12,0,12,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONOMICO Y MEDIO AMBIENTE,100187.00,10,2,0
CUE-02816,LIMA,YAUYOS,HUANEC,2020,SEM-II,BRUNO JESUS REYES CAYETANO,13,1,1,0,1,0,0,0,0,0,SI,AREA DE SERVICIOS SOCIALES Y COMUNALES,10660.00,0,0,0
CUE-02817,AREQUIPA,CAYLLOMA,CHIVAY,2020,SEM-II,ALVARO CACERES LLICA,78,2,2,0,2,0,1,1,0,1,SI,GERENCIA DE DESARROLLO URBANO E INFRAESTRUCTURA,95824.00,2,0,0
CUE-02818,LIMA,CAÑETE,CHILCA,2020,SEM-II,ALFREDO ROSAS CHAUCA NAVARRO,8,5,5,0,5,1,3,3,0,5,NO,,,0,0,0
CUE-02821,AREQUIPA,CAYLLOMA,COPORAQUE,2020,SEM-II,FREDY TERAN CACYA,14,6,6,0,6,4,0,0,0,1,SI,AREA DE DIVISION SANEAMIENTO Y MEDIO AMBIENTE,26200.00,0,0,0
CUE-02823,LA LIBERTAD,PATAZ,PIAS,2020,SEM-II,AMARO CUEVA SALVATIERRA,38,17,12,6,16,5,0,0,0,0,SI,DIVISION DE SERVICIOS SOCIALES,19000.00,8,1,1
CUE-02824,LIMA,CANTA,HUAMANTANGA,2020,SEM-II,JAVIER CATAÑO FLORES,4,4,4,0,4,0,0,0,0,0,SI,DEPARTAMENTO DE SERVICIOS PUBLICOS,5000.00,2,0,2
CUE-02825,AMAZONAS,BAGUA,LA PECA,2020,SEM-II,FIDEL JARA CABRERA,32,27,18,18,0,8,1,1,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,43580.00,23,2,1
CUE-02826,LORETO,ALTO AMAZONAS,LAGUNAS,2020,SEM-II,ARRI PEZO MURAYARI,53,0,3,,,0,0,0,0,0,SI,,67800.00,1,0,1
CUE-02829,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,2020,SEM-II,ROBERTO ROBLES VALLEJO,34,15,10,0,10,6,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS PUBLICOS,38420.00,8,0,1
CUE-02830,ANCASH,CORONGO,LA PAMPA,2020,SEM-II,EDVER ROMAN PAREDES MILLA,3,3,3,1,2,1,0,0,0,0,SI,JEFATURA DE DESARROLLO URBANO RURAL,,1,0,1
CUE-02831,ANCASH,AIJA,AIJA,2020,SEM-II,PEDRO MOISES ROQUE ITA,56,15,8,0,8,7,0,0,0,0,SI,UNIDAD DE ESTUDIOS Y OBRAS  Y URBANISMO,41000.00,5,0,5
CUE-02832,HUANUCO,LEONCIO PRADO,PUCAYACU,2020,SEM-II,LUI LOHANDER  GOMEZ LOZANO,21,7,5,2,5,0,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONOMICO SOCIAL Y SERVICIOS COMUNALES,82985.00,6,0,1
CUE-02833,CUSCO,LA CONVENCION,MEGANTONI,2020,SEM-II,DANIEL RIOS SEBASTIAN,45,27,27,0,27,0,1,1,0,0,SI,GERENCIA DE AMBIENTE Y ENERGIA,460000.00,20,0,0
CUE-02834,LIMA,CAÑETE,SAN VICENTE DE CANETE,2020,SEM-II,Segundo Constantino Diaz de la Cruz,60,25,20,0,20,6,3,1,1,0,NO,,,4,0,0
CUE-02835,AMAZONAS,BONGARA,SAN CARLOS,2020,SEM-II,NEPTALI ELIAS ALVAREZ SANTAMARIA,1,1,0,0,0,0,0,0,0,0,SI,Gerencia municipal,66870.00,0,,0
CUE-02836,LORETO,MAYNAS,PUNCHANA,2020,SEM-II,Jane Adilia Donayre Chavez,52,3,3,0,3,0,2,2,0,0,SI,Gerencia de Desarrollo Urbano,124100.00,3,0,3
CUE-02837,AREQUIPA,CAYLLOMA,CAYLLOMA,2020,SEM-II,LEONARDO HUACCHA CONDO,147,4,4,0,4,0,1,1,0,0,NO,,,0,0,0
CUE-02838,LORETO,ALTO AMAZONAS,BALSAPUERTO,2020,SEM-II,ALFONSO FIDEL VASQUEZ MORI,96,6,6,0,6,0,0,0,0,0,SI,GERENCIA DE SERVICIOS PUBLICOS Y GESTION AMBIENTAL,52000.00,6,0,0
CUE-02839,LORETO,PUTUMAYO,PUTUMAYO,2020,SEM-II,HUMBERTO FUENTES TELLO,25,1,1,0,1,0,1,1,0,0,SI,GERENCIA DE SERVICIOS PUBLICOS Y GESTION AMBIENTAL,12000.00,0,0,0
CUE-02840,PIURA,SULLANA,SULLANA,2020,SEM-II,Edwar Power Saldaña Sánchez,42,13,4,9,4,2,2,2,2,4,SI,SubGerencia de Participación Social,0.00,20,8,0
CUE-02841,SAN MARTIN,HUALLAGA,SACANCHE,2020,SEM-II,ROGER NOLASCO ARMIJOS,5,5,5,5,0,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONÓMICO Y GESTION AMBIENTAL,56200.00,5,0,0
CUE-02842,PUNO,SANDIA,QUIACA,2020,SEM-II,PACIANO TICONA SACACA,46,9,9,0,9,1,0,0,0,0,SI,SUBGERENCIA DE INFRAESTRUCTURA Y DESARROLLO URBANO,,3,0,0
CUE-02843,PUNO,CARABAYA,USICAYOS,2020,SEM-II,PAUL WILLIAM SOTOMAYOR GUERRA,135,7,7,0,7,0,1,1,0,0,SI,GERENCIA MUNICIPAL,304500.00,2,0,0
CUE-02844,PUNO,MELGAR,ORURILLO,2020,SEM-II,ALAIN YORKMAN MENDIZABAL GUTIERREZ,178,74,21,0,21,19,0,0,0,1,SI,SUB GERENCIA DE MEDIO AMBIENTE Y SALUBRIDAD,55373.00,10,0,10
CUE-02846,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,2020,SEM-II,"Cayo, CODEZO MEZA",128,48,48,1,47,1,1,1,1,0,SI,"Gerencia de infraestructura, desarrollo urbano y rural",95000.00,2,0,0
CUE-02847,AREQUIPA,CAYLLOMA,CALLALLI,2020,SEM-II,FLORENCIO JOSUE VALDIVIA MAMANI,14,2,2,0,2,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO URBANO Y RURAL,16000.00,1,0,0
CUE-02848,PUNO,MELGAR,LLALLI,2020,SEM-II,JUAN JACOBO ROJAS ABARCA,87,6,6,0,6,0,0,0,0,0,SI,DEPARTAMENTO DE DESARROLLO AMBIENTAL,52000.00,1,0,0
CUE-02849,UCAYALI,CORONEL PORTILLO,CALLERIA,2020,SEM-II,SEGUNDO LEONIDAS PEREZ COLLAZOS,112,20,24,0,24,0,0,0,0,0,SI,GERENCIA DE DESARROLLO SOCIAL Y ECONOMICO,100000.00,20,0,5
CUE-02850,PUNO,SANDIA,PATAMBUCO,2020,SEM-II,RUBEN CCANSAYA FUENTES,32,12,15,1,1,0,0,0,0,0,SI,UNIDAD DE SERVICIOS PUBLICOS Y MEDIO AMBIENTE,3000.00,11,2,0
CUE-02853,PUNO,HUANCANE,TARACO,2020,SEM-II,DAVID PARISUAÑA APAZA,3,1,1,1,0,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONÓMICO Y MEDIO AMBIENTE,26889.00,0,0,0
CUE-02854,AMAZONAS,CHACHAPOYAS,QUINJALCA,2020,SEM-II,BRAULIO BALDEMAR GOÑAS CULQUI,30,30,30,0,30,4,0,0,0,0,SI,SERVICIOS PUBLICOS Y MEDIO AMBIENTE,15000.00,3,0,3
CUE-02855,PUNO,PUNO,PAUCARCOLLA,2020,SEM-II,JOHN IBEROS APAZA,90,36,4,54,36,0,0,0,0,0,SI,SUB GERENCIA DE INFRAESTRUCTURA Y DESARROLLO URBANO Y RURAL,15000.00,4,0,0
CUE-02856,PUNO,AZANGARO,POTONI,2020,SEM-II,WILLIAM RAMIREZ HUAMANI,87,21,21,0,21,0,0,0,0,0,SI,SUB GERENCIA DE MEDIO AMBIENTE,82.52,0,0,0
CUE-02857,PUNO,MELGAR,SANTA ROSA,2020,SEM-II,RAUL MARTIRES CCAMA HUALPA,88,22,14,0,14,2,0,0,0,0,SI,DIRECCION DE MEDIO AMBIENTE,30000.00,12,0,0
CUE-02860,AREQUIPA,CASTILLA,TIPAN,2020,SEM-II,ENRIQUE NINAJA CABRERA,26,14,14,0,14,13,0,0,0,0,SI,GERENCIA MUNICIPAL,8460.00,1,0,0
CUE-02861,PUNO,YUNGUYO,CULTURAPI,2020,SEM-II,ARMANDO MAMANI ROSAS,27,3,3,0,0,19,0,0,0,0,SI,DESARROLLO SOCIAL,25.00,2,0,0
CUE-02862,AREQUIPA,CASTILLA,APLAO,2020,SEM-II,HECTOR RAUL CACERES MUÑOZ,37,27,6,0,6,11,1,1,0,23,SI,ALTA DIRECCION,74300.00,5,0,0
CUE-02863,PASCO,OXAPAMPA,PUERTO BERMUDEZ,2020,SEM-II,CARLOS VALVERDE RODRIGUEZ,122,22,22,2,20,1,1,1,0,0,SI,GERENCIA DESARROLLO ECONOMICO Y MEDIO AMBIENTE,,7,0,0
CUE-02864,ANCASH,YUNGAY,YANAMA,2020,SEM-II,DIONICIO VICTOR MILLA BUSTOS,51,46,29,0,29,17,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONOMICO SOCIAL Y AMBIENTAL,162175.00,13,0,0
CUE-02866,PUNO,MOHO,TILALI,2020,SEM-II,JUAN APAZA VILCA,43,24,9,0,0,15,0,0,0,0,SI,ÁREA DE INFRAESTRUCTURA URBANO RURAL,13520.00,9,0,0
CUE-02867,AREQUIPA,LA UNION,HUAYNACOTAS,2020,SEM-II,OSCAR FLORES VASQUEZ,88,10,10,0,10,4,0,0,0,0,SI,,22490.00,5,0,0
CUE-02871,CUSCO,CANCHIS,CHECACUPE,2020,SEM-II,TEMISTOCLES CCANCHI MALDONADO,86,18,18,68,18,0,0,0,0,0,SI,SUBGERENCIA DE DESARROLLO SOCIAL,43500.00,17,0,0
CUE-02872,CUSCO,ACOMAYO,ACOPIA,2020,SEM-II,ARMANDO YUCRA VILCA,6,6,6,0,6,1,0,0,0,0,SI,SUB GERENCIA DE DESAROLLO SOCIAL,23600.00,6,1,0
CUE-02873,CUSCO,QUISPICANCHI,CAMANTI,2020,SEM-II,SEBASTIAN VELASQUEZ ESTRADA,34,5,5,0,5,0,0,0,0,1,SI,SUBGERENCIA DE DESARROLLO SOCIAL,131000.00,1,0,1
CUE-02876,PUNO,HUANCANE,HUATASANI,2020,SEM-II,WALTER HUGO LIPA CONDORI,39,12,12,0,12,7,0,0,0,0,SI,RESPONSABLE DE MEDIO AMBIENTE,29530.00,11,0,0
CUE-02877,CUSCO,PAUCARTAMBO,KOSNIPATA,2020,SEM-II,ROBERTO MIRANDA RIOS,40,9,9,0,0,0,1,1,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,60000.00,3,0,0
CUE-02878,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,2020,SEM-II,WALTER LAPA GOMEZ,14,14,12,0,12,2,0,0,0,0,SI,SUBGERENCIA DE DESARROLLO SOCIAL Y HUMANO,40000.00,12,5,8
CUE-02879,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,2020,SEM-II,ARTEMIO JIMENEZ CRUZ,15,8,8,3,3,0,0,0,0,6,SI,GERENCIA DE DESARROLLO URBANO Y RURAL,83000.00,8,0,3
CUE-02880,JUNIN,CHUPACA,CHONGOS BAJO,2020,SEM-II,ARSENIO PEREZ PALOMINO,2,2,2,2,0,1,1,1,1,0,SI,SERVICIOS PUBLICOS,6000.00,0,0,0
CUE-02881,SAN MARTIN,MOYOBAMBA,JEPELACIO,2020,SEM-II,TITO ARQUIMIDES SOLANO RODAS,64,45,20,0,0,2,0,0,0,0,SI,ATM,178822.00,45,0,0
CUE-02882,PUNO,LAMPA,NICASIO,2020,SEM-II,MAURO PUMA COLLANQUI,30,7,3,0,1,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONÓMICO Y MEDIO AMBIENTE,23640.00,0,0,0
CUE-02884,SAN MARTIN,MOYOBAMBA,SORITOR,2020,SEM-II,SEGUNDO WILSON ORTIZ CHAVEZ,61,22,22,39,22,5,1,1,0,1,SI,SUB GERENCIA DE ECOLOGIA Y SANEAMIENTO,45944.00,13,0,1
CUE-02885,LIMA,HUAROCHIRI,SURCO,2020,SEM-II,FREDY FLORES SEDANO,9,9,7,0,7,2,0,0,0,0,SI,DESARROLLO URBANO,10900.00,4,0,2
CUE-02886,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,2020,SEM-II,WILBER BARRIENTOS FLORES,267,11,11,11,256,0,0,0,0,0,SI,DESARROLLO SOCIAL,,4,0,1
CUE-02887,AMAZONAS,UTCUBAMBA,YAMON,2020,SEM-II,GILBERTO AREVALO TORRES,41,41,10,30,1,7,0,0,0,0,SI,DIRECCION DE DESARROLLO ECONOMICO LOCAL,111850.00,7,0,1
CUE-02888,PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,2020,SEM-II,AMERICO REYES SEBASTIAN,61,5,5,56,5,0,0,0,0,0,SI,OFICINA DE SERVICIOS SOCIALES Y GESTIÓN AMBIENTAL,29803.85,3,0,0
CUE-02889,ANCASH,CARHUAZ,SHILLA,2020,SEM-II,VIDAL ORLANDO COLLPA LEYVA,11,11,11,0,11,0,0,0,0,0,SI,GERENCIA DE SERVICIOS PUBLICOS,50000.00,1,0,1
CUE-02890,MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,2020,SEM-II,PORTUGAL RAMOS MAMANI,22,5,5,2,3,1,0,0,0,0,SI,GESTION AMBIENTAL Y SERVICIOS PUBLICOS,4200.00,0,0,0
CUE-02892,PASCO,PASCO,HUACHON,2020,SEM-II,TEODORO URBANO DURAN FLORES,7,7,7,0,7,0,2,2,0,0,SI,SUB GERENCIA DE SERVICIOS Y DESARROLLO SOCIAL,55700.00,1,0,0
CUE-02893,LIMA,YAUYOS,VINAC,2020,SEM-II,NINO WILFREDO QUISPE CARRION,60,16,16,1,15,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO TERRITOTIAL URBANO Y RURAL,18000.00,0,0,0
CUE-02894,LIMA,BARRANCA,SUPE PUERTO,2020,SEM-II,OSCAR EFRAIN MORAN GARCÍA,7,7,1,0,7,0,1,1,0,0,NO,,,0,0,0
CUE-02895,PASCO,PASCO,VICCO,2020,SEM-II,KAREN HERMITAÑO SALVADOR,2,0,2,2,0,0,0,0,0,0,SI,MUNICIPALIDAD,0.00,2,0,2
CUE-02897,AYACUCHO,HUANCA SANCOS,CARAPO,2020,SEM-II,NARCISO TUPIA ARONI,8,8,8,0,0,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS MUNICIPALES,42338.00,5,0,0
CUE-02898,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,2020,SEM-II,SANTOS LEONARDO MUÑOZ ROMERO,7,7,7,0,7,0,0,0,0,0,SI,AREA DE ADMINISTRACION TRIBUTARIA Y RENTAS,0.00,0,0,0
CUE-02899,HUANCAVELICA,ANGARAES,ANCHONGA,2020,SEM-II,HUGO GASTULO VARGAS CANDIOTTI,44,44,39,11,28,19,0,0,0,0,SI,SGDES,64694.50,27,0,0
CUE-02900,APURIMAC,AYMARAES,CAPAYA,2020,SEM-II,ANTONIO QUICAÑA TORRE,4,4,4,0,4,0,0,0,0,0,SI,ATM,26900.00,4,0,0
CUE-02901,CUSCO,ANTA,MOLLEPATA,2020,SEM-II,JUAN CARLOS ALMIRON CONCHA,16,16,13,9,4,4,0,0,0,9,SI,SUBGERENCIA DE TURISMO Y MEDIO AMBIENTE,165300.00,13,13,13
CUE-02902,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,2020,SEM-II,SEGUNDO ALBERTO AGUIRRE CALDERON,33,26,26,,,4,1,1,0,0,SI,SERVICIOS PUBLICOS,120.00,26,6,5
CUE-02903,LA LIBERTAD,ASCOPE,ASCOPE,2020,SEM-II,JOHN ROMÁN VARGAS CAMPOS,22,8,5,0,5,3,1,1,1,0,SI,SUB GERENCIA DE SANEAMIENTO AMBIENTAL,99805.00,3,0,0
CUE-02904,LA LIBERTAD,TRUJILLO,LAREDO,2020,SEM-II,MIGUEL ORLANDO CHAVEZ CASTRO,18,18,18,12,6,0,0,0,0,0,SI,GERENCIA DE SERVICIOS PUBLICOS,,18,0,12
CUE-02905,CUSCO,CANAS,KUNTURKANKI,2020,SEM-II,ELEUTERIO SUCA APARICIO,62,20,20,0,20,6,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,224094.00,20,0,0
CUE-02906,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,2020,SEM-II,HILDEBRANDO HERDIA NEYRA,5,5,6,0,6,0,0,0,0,0,SI,RENTAS Y SERVICIOS,0.00,1,0,0
CUE-02907,LA LIBERTAD,ASCOPE,RAZURI,2020,SEM-II,JHON ALFONSO ARROYO GUARDADO,30,16,12,0,16,4,1,1,0,1,SI,GERENCIA DE INFRAESTRUCTURA Y DESARROLLO RUBANO RURAL,72182.00,11,0,0
CUE-02908,HUANUCO,HUANUCO,PILLCO MARCA,2020,SEM-II,LIDGARDO VARA ESTRADA,3,3,3,0,3,0,3,3,0,1,SI,GERENCIA DE INFRAESTRUCTURA Y DESARROLLO TERRITORIAL,18082.50,6,0,4
CUE-02909,PASCO,PASCO,TICLACAYAN,2020,SEM-II,HIPOLITO JAVIER TORRES SALCEDO,222,17,17,1,16,0,0,0,0,0,SI,GERENCIA DE DESARROLLO URBANO Y RURAL,142.00,2,0,0
CUE-02910,AYACUCHO,LA MAR,LUIS CARRANZA,2020,SEM-II,VICTOR MENDOZA LUJAN,16,16,15,,1,0,0,0,0,15,SI,SUB GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS PUBLICOS,30000.00,15,0,0
CUE-02911,SAN MARTIN,RIOJA,YORONGOS,2020,SEM-II,LIZANDRO SANTA CRUZ PEREZ,11,2,1,0,1,1,1,1,1,0,SI,SUB GERENCIA TECNICA DE GESTION DE SERVICIOS Y MEDIO AMBIENTE,19.00,1,0,0
CUE-02912,PASCO,OXAPAMPA,HUANCABAMBA,2020,SEM-II,MAGDALENO JUAN QUINTANA ALANIA,86,46,32,0,32,14,0,0,0,0,SI,GERENCIA DE MEDIO AMBIENTE Y SERVICIOS PÚBLICOS,72970.00,21,0,8
CUE-02913,AMAZONAS,CHACHAPOYAS,SONCHE,2020,SEM-II,EDINSON PALMER MAS,11,2,2,0,0,0,0,0,0,0,SI,GERENCIA MUNICIPAL,38500.00,0,0,0
CUE-02915,LA LIBERTAD,ASCOPE,CHOCOPE,2020,SEM-II,CARLOS ALFREDO ALZA MONCADA,8,8,8,0,8,0,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONOMICO LOCAL SALUD Y MEDIOAMBIENTE,0.00,8,0,1
CUE-02916,PUNO,PUNO,ATUNCOLLA,2020,SEM-II,CEFERINO FLORES CHAVEZ,70,30,3,0,30,27,0,0,0,0,SI,DESARROLLO SOCIAL Y MEDIO AMBIENTE,45000.00,3,0,1
CUE-02917,CUSCO,QUISPICANCHI,QUIQUIJANA,2020,SEM-II,ROLANDO CHUNCA SONCCO,57,57,57,0,57,5,0,0,0,0,SI,SUB GERENCIA DE MEDIO AMBIENTE,297626.00,57,0,0
CUE-02918,LA LIBERTAD,PATAZ,HUANCASPATA,2020,SEM-II,SNATOS LINDER SALAZAR VERA,66,50,22,16,22,22,0,0,0,0,SI,DIVISIÓN DE GESTIÓN AMBIENTAL Y SERVICIOS MUNICIPALES,70000.00,8,2,0
CUE-02919,JUNIN,JAUJA,ATAURA,2020,SEM-II,ERNESTO ELIAS ALCOSER ALVAREZ,1,1,1,0,1,0,0,0,0,1,SI,SUB GERENCIA DE DESARROLLO URBANO,5.00,0,0,0
CUE-02921,CUSCO,ACOMAYO,RONDOCAN,2020,SEM-II,Uriel Torres Vera,66,25,17,0,17,8,0,0,0,0,SI,Sub Gerencia de Desarrollo Social,45750.00,10,0,0
CUE-02922,TACNA,TARATA,ESTIQUE,2020,SEM-II,HERNAN HENRY TAPIA QUENTA,3,2,1,2,0,1,0,0,0,0,SI,GERENCIADEINFRAESTRUCTURA DESARROLLO URBANO,0.00,0,0,0
CUE-02923,TACNA,TARATA,HEROES ALBARRACIN,2020,SEM-II,ROBERTO CARLOS COPAJA AGUILAR,14,4,4,0,4,0,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONOMICO Y SOCIAL,10000.00,0,0,0
